attribute_id,entity_type_id,attribute_code,attribute_model,backend_model,backend_type,backend_table,frontend_model,frontend_input,frontend_label,frontend_class,source_model,is_required,is_user_defined,default_value,is_unique,note,is_bfm_defined,attribute_id,frontend_input_renderer,is_global,is_visible,is_searchable,is_filterable,is_comparable,is_visible_on_front,is_html_allowed_on_front,is_used_for_price_rules,is_filterable_in_search,used_in_product_listing,used_for_sort_by,is_configurable,apply_to,is_visible_in_advanced_search,position,is_wysiwyg_enabled,is_used_for_promo_rules,search_weight,is_deleted,attribute_set_and_group_names
100,4,is_recurring,NULL,NULL,int,NULL,NULL,select,Enable Recurring Profile,NULL,eav/entity_attribute_source_boolean,0,0,NULL,0,Products with recurring profile participate in catalog as nominal items.,0,100,NULL,1,1,0,0,0,0,0,0,0,0,0,0,"simple,virtual",0,0,0,0,1,0,Custom Frame|Recurring Profile
139,4,is_redeemable,NULL,NULL,int,NULL,NULL,text,Is Redeemable,NULL,NULL,0,0,NULL,0,NULL,0,139,NULL,2,0,0,0,0,0,0,0,0,0,0,0,giftcard,0,0,0,0,1,0,Custom Frame|Prices
351,4,label_data,NULL,NULL,text,NULL,NULL,text,Label Data,NULL,NULL,0,1,NULL,0,NULL,0,351,NULL,1,0,0,0,0,1,0,0,0,1,0,1,customframe,0,0,0,0,1,0,Custom Frame|General
141,4,lifetime,NULL,NULL,int,NULL,NULL,text,Lifetime,NULL,NULL,0,0,NULL,0,NULL,0,141,NULL,2,0,0,0,0,0,0,0,0,0,0,0,giftcard,0,0,0,0,1,0,Custom Frame|Prices
132,4,links_exist,NULL,NULL,int,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,0,NULL,0,132,NULL,1,0,0,0,0,0,0,0,0,1,0,0,downloadable,0,0,0,0,1,0,Custom Frame|General
129,4,links_purchased_separately,NULL,NULL,int,NULL,NULL,NULL,Links can be purchased separately,NULL,NULL,1,0,NULL,0,NULL,0,129,NULL,1,0,0,0,0,0,0,0,0,1,0,0,downloadable,0,0,0,0,1,0,Custom Frame|General
131,4,links_title,NULL,NULL,varchar,NULL,NULL,NULL,Links title,NULL,NULL,1,0,NULL,0,NULL,0,131,NULL,0,0,0,0,0,0,0,0,0,0,0,0,downloadable,0,0,0,0,1,0,Custom Frame|General
354,4,matboard_overlap,NULL,NULL,decimal,NULL,Ziffity\CustomFrame\Model\Product\Attribute\Frontend\Fractional,select,Matboard Overlap,NULL,adg_customizer/entity_attribute_source_fractional,0,1,NULL,0,NULL,1,354,NULL,1,1,0,0,0,1,0,0,0,1,0,1,customframe,0,0,0,1,1,0,Custom Frame|Size
88,4,media_gallery,NULL,catalog/product_attribute_backend_media,varchar,NULL,NULL,gallery,Media Gallery,NULL,NULL,0,0,NULL,0,NULL,0,88,NULL,1,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Images
84,4,meta_description,NULL,NULL,varchar,NULL,NULL,textarea,Meta Description,NULL,NULL,0,0,NULL,0,Maximum 255 chars,0,84,NULL,0,1,0,0,0,0,0,0,0,0,0,1,NULL,0,0,0,0,1,0,Custom Frame|Meta Information
